id,city,shop_name,address,contact_phone,business_hours,ranking,overall_rating,reviews_count,review_category,visitor_rating,visitor_review
,哈尔滨,林兴仓买,亚庆公路与林兴路交叉口旁(近师大东门),,,,4.0 分,(1条点评),全部(1)◆很好(0)◆好(1)◆一般(0)◆差(0)◆很差(0)◆,,挺好的，商品新鲜！！态度好，谢谢携程推荐！
,哈尔滨,宝丰医药连锁(南直路),南直路与宏图街交叉口旁(近南直商场),,,,4.8 分,(4条点评),全部(4)◆很好(3)◆好(1)◆一般(0)◆差(0)◆很差(0)◆,,打工人必备呀，这么划算真的只能在这能买到了吧，到店消费完全没差，必须点赞�
,哈尔滨,梦之蓝,文政街78号,,,,4.0 分,(1条点评),全部(1)◆很好(0)◆好(1)◆一般(0)◆差(0)◆很差(0)◆,,卖酒的专门店 买的时候一定要注意 把握好
,哈尔滨,奇峰大药房(征仪路),征仪路327号,,,,4.7 分,(3条点评),全部(3)◆很好(2)◆好(1)◆一般(0)◆差(0)◆很差(0)◆,,服务很周到 药品也很齐全 经常去他家买药
,哈尔滨,好福多超市,哈双北路268,,,,4.0 分,(1条点评),全部(1)◆很好(0)◆好(1)◆一般(0)◆差(0)◆很差(0)◆,,商品品牌品种多样齐全，可选择性多，服务态度也好，环境还行。
,哈尔滨,宏伟超市(哈双北路),哈双北路406号附近,,,,4.0 分,(1条点评),全部(1)◆很好(0)◆好(1)◆一般(0)◆差(0)◆很差(0)◆,,商品品种多样齐全，服务态度也好，环境还行，可选择性多。
,哈尔滨,玉典妙品和田玉,景江东路1349附近,,,,4.0 分,(1条点评),全部(1)◆很好(0)◆好(1)◆一般(0)◆差(0)◆很差(0)◆,,"我们因为对玉不懂,所以只是看看"
,哈尔滨,济世堂医药(小岭药店),301国道阳光双语幼儿园附近,,,,4.0 分,(1条点评),全部(1)◆很好(0)◆好(1)◆一般(0)◆差(0)◆很差(0)◆,商品：5 环境：5 服务：4,此药店为多年老店，店位于哈尔滨市阿城区小岭镇小岭街，药品齐全，价格低廉，药店经营者为持证医药师，买药可有专业而细致的咨询，值得推荐
,哈尔滨,新丰药店,302乡道新丰农场,,,,4.0 分,(1条点评),全部(1)◆很好(0)◆好(1)◆一般(0)◆差(0)◆很差(0)◆,商品：4 环境：4 服务：4,价格便宜，药品还是比较齐全的，没有的药品可以预定的。
,哈尔滨,水果范儿Fruit Fans,欧洲新城香榭丽舍B座1501室,13766889031,,,3.0 分,(2条点评),全部(2)◆很好(0)◆好(0)◆一般(2)◆差(0)◆很差(0)◆,,是不是搞错了，欧洲新城香榭丽舍B座1501室----这个地址是错的。
,哈尔滨,Semir(新发店),新发镇机场路(近薛家综合供销社),,夏.8.00-7.00 冬.8.00-17.00,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,名创优品(凯德广场),埃德蒙顿路凯德广场B1层,,周五至周日 09:00-21:30 周一至周四 09:00-21:00,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,百特买创意时尚杂货铺,哈尔滨南岗区 学府路74号黑龙江大学C区4号教学楼创业园B-17号(近学府四道街),,9:00-18:00,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,晨光文具(珠江路店),黑龙江省哈尔滨市香坊区珠江路076号,,周一至周日 08:00-20:00,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,新天地超市(复华四道街),复华四道街与教化街交叉口(昊廷网咖旁),,周一至周日 全天;,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,C&A,哈尔滨南岗区学府路1号凯德广场(近清滨路),,9：:30-21:00,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,新天地超市(通顺街),通顺街43-6,,周一至周日 全天;,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,361度(果戈里大街),果戈里大街144号,,周一至周日 08:00-16:00,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,ONLY(百盛店),中央大街169号百盛2楼专柜,,9:30-21:00,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,李宁(百盛中央大街店),中央大街222号百盛购物中心4层,,周一至周日 09:30-21:00,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,气味图书馆(万达广场店),哈尔滨道里区中央大街232号万达广场(近防洪纪念塔),,9:00-20：00,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,adidas(百盛中央大街店),中央大街222号百盛购物中心4层,,周一至周日 09:30-21:00,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,Ugg(南极街店),哈尔滨道外区 卓展2楼(近prada),,每天10:00--21:00,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,Tea House茶房,哈尔滨道里区 中央大街222号万达广场A座,,9:30-20:30,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,La Chapelle(西城汇锋线运动汇集...,学府三道街与学府四道街中间地下西城汇商城B区,,周一至周日 10:00-22:00,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,NIKE(红博会展店),红旗大街301号红博会展购物广场1层,,周一至周日 09:30-21:00,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,La Chapelle(赣水路),衡山路17号万达广场万达百货1层111室,,"周五,周六 09:30-21:30 周一至周四,周日 09:30-21:00",,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,hotwind(哈尔滨松雷店),黑龙江省哈尔滨市道里区中央大街66号松雷商厦三楼热风,,9：00——20:00,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,哈尔滨市朝鲜百货,黑龙江省哈尔滨市道里区经纬二道街41号,,,,5.0 分,(1条点评),全部(1)◆很好(1)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,个人分不太清，只不过感觉东北三宝挺多的，这家店的名字还是很新奇。
,哈尔滨,纯哈红肠食品专卖,九站街2-1号,13936517114,全年 07:00-19:00,,4.0 分,(2条点评),全部(2)◆很好(1)◆好(0)◆一般(1)◆差(0)◆很差(0)◆,,哎呀，这个我最有发言权了，越肥越好吃！
,哈尔滨,马肉食城,富园小区一栋,13654688211,,,3.0 分,(1条点评),全部(1)◆很好(0)◆好(0)◆一般(1)◆差(0)◆很差(0)◆,,满意，马肉馅的蒸饺非常好吃，一咬一口汤
,哈尔滨,真好看书屋,东大直街292号,,,,4.4 分,(5条点评),全部(5)◆很好(2)◆好(3)◆一般(0)◆差(0)◆很差(0)◆,,书店看起来就很文雅，书类品种很多，都是正品。
,哈尔滨,微利仓买(地德里街店),地德里街92号,0451-84526854,,,3.0 分,(2条点评),全部(2)◆很好(0)◆好(0)◆一般(2)◆差(0)◆很差(0)◆,,商品挺好的。就是半地下室有点。
,哈尔滨,报喜鸟(大商新一百购物广场店),哈尔滨市道里区石头道街118号大商新一百购物广场F4,0451-87127194,周一至周日 10:00-22:00,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,ST&SAT(哈新一百店),哈尔滨市道里区石头道街118号大商新一百购物广场F2,0451-87127405,周一至周日 09:30-21:00,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,Lily(百盛中央大街店),中央大街222号百盛购物中心2层,15245032766,周一至周日 09:30-21:00,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,vgrass(哈尔滨麦凯乐店),尚志大街西十道街交汇处3FV.GRASS专柜,0451-58989518,周一至周日 10:00-22:00,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,报喜鸟(旗舰店),中央大街46号,0451-84658255,10:00~22:00,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,莉莉安创意水果花(新阳店),新阳路373号,"0451-84631253,13904614292",周一至周日 09:00-19:00,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,华硕堂参茸特产店(红平分店),黑龙江省哈尔滨市道外区红旗大街751号,0451-82266088,8:30-17:30,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,报喜鸟(哈西万达),中兴大道553号哈西万达广场二楼报喜鸟专厅,"0451-86675084,18946098706",周一至周日 10:00-22:00,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,MLB(远大购物中心南岗店),哈尔滨市南岗区果戈里大街378号远大购物中心F5,0451-87531543,周一至周日 09:00-21:30,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,玫瑰之约,红旗大街道公滨路433号,"0451-55635913,13019721112",周一至周日 全天;,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,Forever New(金安中央大街店),中央大街69号金安国际购物广场3层,0451-84635670,周一至周日 09:30-21:00,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,西西弗书店(百盛购物中心太平桥...,哈尔滨市道外区东直路118号百盛购物中心F1,0451-51085498,9:30-20:00,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,章光101(珠江路),珠江路与红旗大街交叉口北行80米(近农垦总局),0451-55198101,周一至周日 08:00-18:00,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,捷安特,经纬二道街工行旁,0451-84688277,周一至周日 08:30-18:00,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,人民同泰(金海分店),牌路大街教师进修学校家属楼1楼南2门,"0451-88881111,4006003777",周一至周日 全天;,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,人民同泰(兴建分店),兴建大街32-42号吉祥座104门市,"0451-88881111,4006003777",周一至周日 全天;,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,一米阳光(哈尔滨三店),红旗大街531号,15303641982,周一至周日 08:00-20:00,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,stradivarius(哈西万达店),中兴大道569号1层1016-1018铺位,0451-86657665,周一至周日 09:30-21:30,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,家得乐超市(与燕山路),群力第六大道与燕山路交口处,0451-84303571,周一至周日 07:30-21:00,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,人民同泰药店(新疆大街店),公社大街64号,0451-87102066,周一至周日 全天;,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,盛时表行,赣水路68号,0451-87718500,周一至周日 10:00-22:00,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,古巴哈瓦那雪茄,通江路651,13071182909,全天 周一至周日,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,安利(尚志大街店),黑龙江省哈尔滨市道里区尚志大街107号,"0451-87658126,0451-87658128",周一至周日 09:30-17:30,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,人民同泰(康金分店),康金镇民主街市场前楼百货一侧,"0451-88881111,4006003777",周一至周日 全天;,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,九牧王男装(百盛中央大街店),中央大街222号百盛购物中心4层,0451-85981310,周一至周日 09:30-21:00,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,GUESS(红博会展店),红旗大街301号红博会展购物广场1层,0451-82273235,周一至周日 09:30-21:00,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,五粮液(金豪超市店),华兴街与安阳路交叉口南(近世纪联华),0451-55556748,周一至周日 07:00-20:00,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,哈哈镜(学院路),学院路73号(志华商城1号楼10号门市),"0451-51998668,18946090009",周一至周日 全天;,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,1919酒类直供(上海街店),黑龙江省哈尔滨市道里区爱建路9-6,4009991919,周一至周日 09:00-21:00,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,GUCCI(卓展店),安隆街106号卓展购物中心一层1104号铺(近上海街),0451-87736728,周一至周日 09:00-21:00,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,MLB(红博会展购物广场店),黑龙江省哈尔滨市南岗区红旗大街301号红博会展购物广场B1,13796068656,周一至周日 10:00-20:30,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,MLB(国展店),西大直街40号国展购物中心一层申格体育内,13946155039,"09:00-20:00 周一,周二,周三,周四,周五,周六,周日",,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,浩润医药(华丰药店),中央大街234号,,,,4.0 分,(3条点评),全部(3)◆很好(1)◆好(1)◆一般(1)◆差(0)◆很差(0)◆,,药品齐全，价格不贵，环境优美，服务态度好
,哈尔滨,MLB(百盛中央大街店),中央大街222号百盛购物中心5层,0451-85981371,周一至周日 09:30-20:00,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,BASTO(红博会展店),红旗大街301号红博会展购物广场1层,15714517102,周一至周日 全天;,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,华祥苑茗茶(金江路),金江路雨林茶城二楼232号,18646080318,周一至周日 08:00-18:30,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,Massimo Dutti(万达广场哈尔滨哈...,哈尔滨市南岗区中兴大道168号万达广场F1,0451-86657069,周一至周日 09:30-21:30,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,MLB(远大购物中心群力店),群力大道1176号远大购物中心5层,0451-51894556,周一至周日 09:30-21:00,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,安利(哈尔滨店),赣水路195号1单元501,18545829706,周一至周日 全天;,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,地利生鲜(大成三道街店),大成三道街48号,18249111987,周一至周日 07:00-21:00,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,Lee(凯德广场学府路店),黑龙江省哈尔滨市南岗区学府路1-1号近哈师大附中凯德广场F4,0451-51990811,周一至周日 09:30-21:00,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,人民同泰药店(玄武分店),黑龙江省哈尔滨市阿城区延川大街775号,"0451-88881111,4006003777",周一至周日 全天;,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,报喜鸟(百盛购物中心中央大街店),哈尔滨市道里区中央大街222号百盛购物中心F4,0451-85981262,周一至周日 10:00-22:00,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,耐克(哈市依兰县达连河镇盐业管...,依达公路附近,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,金锣冷鲜肉专卖店(电塔二道街),电塔二道街2-6号附近,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,金锣冷鲜肉专卖店(开发大街),黑龙江省哈尔滨市五常市开发大街88号附近,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,金锣冷鲜肉专卖店(NO.045501181),黑龙江省哈尔滨市巴彦县巴彦镇东直路广电小区(苏城花园东),,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,19八3艾派创艺坊(金安店),哈尔滨道里区中央大街69号金安国际购物广场B1楼(近中央商城),,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,名创优品(学府路店),黑龙江省哈尔滨市阿城区学府路服装城,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,汇丽广场,哈尔滨道里区 安隆街与荆原路交口,,,,暂无评分,(2条点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,一定要来上个洗手间的串串香，还有超级美的星空饮料，鸭血蘸干碟也是绝配，哈
,哈尔滨,金锣冷鲜肉专卖店(兴南路),兴南路22号,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,名创优品(东直路),东直路118号百盛购物中心二层,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,金锣冷鲜肉专卖店(世博路店),黑龙江省哈尔滨市松北区世博路2518号,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,金锣冷鲜肉专卖店(地灵街店),黑龙江省哈尔滨市道外区地灵街134号,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,名创优品(西大直街),西大直街正大国展,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,伟德大药房,黄河路158号,0451-87009589,,,2.5 分,(2条点评),全部(2)◆很好(0)◆好(0)◆一般(1)◆差(1)◆很差(0)◆,商品：2 环境：2 服务：2,"我前天买了一盒三七跌打片，他家10.5,别人家才7.5。太黑了！"
,哈尔滨,通乡商场,结程街与进乡街交叉口东50米,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,老百姓的福利啊，这里有各种生鲜、熟食、五金、蔬菜、水果还有一个比较中等的小超市，生活在周围很特别便利，重要的是这里卖东西还不贵。
,哈尔滨,汪氏蜜蜂园(新一百店),哈尔滨道里区石头道街118号新一百B1楼,45187595959,,,4.0 分,(1条点评),全部(1)◆很好(0)◆好(1)◆一般(0)◆差(0)◆很差(0)◆,,我们全家都吃汪氏的蜂胶，这次来哈尔滨正好路过汪氏的店，就进来看看有什么新鲜货品。进去的时候，正好赶上有个科普活动，就是讲讲蜜蜂如何采花粉，做蜂蜜。还有模型，看着挺好玩。
,哈尔滨,热风(金安店),哈尔滨道里区中央大街69号金安国际购物广场3楼341-343(近中央商城),45184615145,,,5.0 分,(1条点评),全部(1)◆很好(1)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,这个品牌1996年创建于魔都上海。现在他们的服装品及设计制造为一体，在国内已经是一线品牌。我商家买过鞋子和围巾，质量和品位都不错。
,哈尔滨,吉利大药房(木材东街店),黑龙江省哈尔滨市香坊区木材东街22-8号,,,,2.6 分,(5条点评),全部(5)◆很好(2)◆好(0)◆一般(0)◆差(0)◆很差(3)◆,,这家药房早都关门大吉了！怎么还不下架
,哈尔滨,小月亮 大正莅江,大正·莅江住宅小区,,,,3.7 分,(6条点评),全部(6)◆很好(3)◆好(0)◆一般(1)◆差(2)◆很差(0)◆,,商品齐全，价格实惠，服务态度满意
,哈尔滨,hotwind(哈尔滨香坊万达店),衡山路17号万达广场二楼228-229A,0451-87717584,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,哈尔滨古铁市场,黑龙江省哈尔滨市道外区先锋路35号,0451-88998343,周一至周日 08:30-16:30,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,Hotwind(哈尔滨红旗茂店),黑龙江省哈尔滨市平房区新疆大街117号红旗·Mall购物中心F1,0451-51972841,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,天马座花艺(服装城店),中兴大道17号,4008658182,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,千盛生活购物广场,三合路133号(近三大动力路),0451-87270846,周一至周日 09:00-21:00,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,Dr-Kong江博士健康鞋专门店(凯德...,哈尔滨南岗区 学府路1号凯德广场4楼,13936311101,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,鑫天成大药房(万达广场香坊店),黑龙江省哈尔滨市香坊区衡山路17号万达广场(香坊店)B1,45187717525,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,沸点眼镜平价超市,黑龙江省哈尔滨市香坊区和兴路17-5号,45182128022,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,人民同泰药店(奋斗分店),黑龙江省哈尔滨市南岗区果戈里大街366号,45188881111,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,婷美&暖倍儿(松雷商业和平店),哈尔滨香坊区 三大动力路1号松雷商业和平店5楼内衣区,13945696910,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,婷美&暖倍儿专卖(奥维斯名品折扣...,哈尔滨南岗区 红军街15号奥维斯名品折扣店4楼内衣区,13945696910,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,百特米多多(名优城店),黑龙江省哈尔滨市道外区南极街68号(近景阳街)名优城F1,45157804210,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,人民同泰(通达分店),黑龙江省哈尔滨市南岗区通达街6-6号,45188881111,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,人民同泰药店(香庆分店),黑龙江省哈尔滨市香坊区香坊大街212号,45188881111,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,特步(南一街),南一街道老鼎丰斜对面,13101587583,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,天马座花艺(李范五花园店),文府街17号,4008658182,,,5.0 分,(1条点评),全部(1)◆很好(1)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,哈尔滨是个历史悠久，文化气息浓厚的城市。李范五华园店的天马座花艺经营的还是比较不错的。花的品种很多，花艺包装，插花等很好。
,哈尔滨,红博裤子城,黑龙江省哈尔滨市南岗区红军街59号红博广场B1,0451-53606713,周一至周日 06:30-17:00,,5.0 分,(5条点评),全部(5)◆很好(5)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,【商品】非常多【环境】非常干净【服务】很贴心
,哈尔滨,M.A.C,哈尔滨南岗区果戈里大街378号远大购物中心1楼(近荣市街),45153678811,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,婷美&暖倍儿(万达店),哈尔滨南岗区 赣水路68号万达5楼内衣区,13945696910,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,北方毛线市场88号编织,中山路254号 4022(中山路沃尔玛超市楼上),"1,379,607,833,013,700,000,000",周一至周日 09:00-17:00,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,天马座花艺(顾乡店),顾乡二道街45,4008658182,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,新时代超市(安隆街),安隆街50号,15245063836,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,原宿春天购物广场,黑龙江省哈尔滨市道里区中央大街209号,,全年 10:00-21:00,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,红旗地下商城(红旗大街),黑龙江省哈尔滨市香坊区红旗大街38号,0451-55115763,全年 08:30-17:00,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
