城市	酒店名称	酒店类型	地址	报价	酒店排名	综合评分	点评数	最热评价
哈尔滨	理想假日宾馆(哈尔滨中央大街店)		哈尔滨道里区安心街41号	暂无报价	哈尔滨同档次酒店好评第1890（共9596家）	3.7	10	地铁,打车也很方便,环境也比较卫生。暖气很足,服务非常好,地理位置方便
哈尔滨	哈尔滨泰华时尚宾馆		哈尔滨道里区民安街106号	暂无报价	哈尔滨同档次酒店好评第807（共9628家）	4.6	64	这家酒店是我本次出行住过的最好的酒店
哈尔滨	哈尔滨向日葵公寓		哈尔滨南岗区哈西万达SOHO公寓-B座617室	暂无报价	哈尔滨同档次酒店好评第1182（共9628家）	4.4		
哈尔滨	哈尔滨龙华快捷宾馆		哈尔滨南岗区满洲里街150号	暂无报价	哈尔滨同档次酒店好评第1377（共9628家）	4.3		
哈尔滨	哈尔滨福府宾馆(国际会展中心一一九中学店)		哈尔滨香坊区通天街81号	暂无报价	哈尔滨同档次酒店好评第144（共9628家）	4.8	78	年轻人的最爱,小型超市、水果店,药房。服务好,卫生干净,床单换洗好
哈尔滨	李小胖家庭公寓(哈尔滨中央大街店)		哈尔滨道里区经纬街61号360大厦B座2804	暂无报价		暂无评分	暂无评论	
哈尔滨	哈尔滨龙成商务宾馆(哈西万达广场店)		哈尔滨南岗区中兴大道575号	¥ 130起	哈尔滨同档次酒店好评第1285（共10395家）	4.5		
哈尔滨	东方海悦商务宾馆 (五常通达大街店)		五常通达大街与亚臣路交口东侧200米	暂无报价	哈尔滨同档次酒店好评第1103（共9628家）	4.5	118	位置也特别好,在五常市中间去哪都方便。前台服务态度好
哈尔滨	马迭尔·宿汽车主题酒店(哈尔滨冰雪大世界店)		哈尔滨松北区中原大道11088号凯利广场西2栋-24	暂无报价	哈尔滨同档次酒店好评第1448（共9628家）	4.3	92	房间干净整洁住的很舒服推荐。卫生很干净,下次还会再来
哈尔滨	春天连锁宾馆(哈尔滨香坊万达省医院店)	经济型	哈尔滨香坊区菜艺街145号	暂无报价	哈尔滨经济型酒店好评第101（共137家）	4.3	193	这么大卫生间没有干湿分离降了个档次。打扫客房的阿姨也好,总体就是很好
哈尔滨	全季酒店(哈尔滨中山路店)	舒适型	哈尔滨南岗区红军街6号	暂无报价	哈尔滨舒适型酒店好评第61（共162家）	4.6	341	环境很好工作人员也很热心服务态度超级好。酒店非常不错,各方面服务都细致周到
哈尔滨	轻住·派客酒店(哈尔滨火车站医大一院店)		哈尔滨南岗区大成街182-1号	暂无报价	哈尔滨同档次酒店好评第798（共9628家）	4.6	12	环境很好。设施:齐全,暖气好,冬天屋里一点也不冷
哈尔滨	格林豪泰智选酒店(哈尔滨火车站机场巴士站店)	经济型	哈尔滨南岗区海城街166号	暂无报价	哈尔滨经济型酒店好评第154（共164家）	3.8	82	楼下就有很多吃饭的地方。都不错
哈尔滨	喆啡酒店(哈尔滨会展中心万达广场龙塔店)	舒适型	哈尔滨南岗区鸿翔路13号	¥ 232起	哈尔滨舒适型酒店好评第77（共175家）	4.6	705	好的品牌也需要优秀的服务支撑。服务很好,客房很棒,下次还来
哈尔滨	7天连锁酒店(哈尔滨西站万达广场店)	经济型	哈尔滨南岗区哈尔滨大街640号3号楼	暂无报价	哈尔滨经济型酒店好评第57（共117家）	4.5	598	比较隐蔽,打扫的人容易忽略。服务态度很好,干净整洁
哈尔滨	麗枫酒店(哈尔滨中央大街巴洛克店)	舒适型	哈尔滨道外区南和街110号	暂无报价	哈尔滨舒适型酒店好评第51（共162家）	4.7	679	服务很好位置离景点很近房间很干净。挺好的,位置也通达方便,服务热情
哈尔滨	哈尔滨江洪宾馆(中央大街防洪纪念塔店)		哈尔滨道里区西十道街58号(百年中央大街步行街)	暂无报价	哈尔滨同档次酒店好评第1348（共9628家）	4.3	193	设施比较破旧,热水总断,淋浴也特别小。其他的都可以接受性价比很高
哈尔滨	藝霏酒店(哈尔滨工业大学店)	舒适型	哈尔滨南岗区一匡街55号	暂无报价	哈尔滨舒适型酒店好评第84（共175家）	4.6	701	房间也很大,洗澡水也很热,早餐样数很多。离科学园很近,服务也很好
哈尔滨	哈尔滨美日顺公寓		哈尔滨香坊区和平路81-3号和平公寓322室	暂无报价	哈尔滨同档次酒店好评第1380（共9605家）	4.3	52	很干净,服务也很好,值得再次入住。酒店暖和,服务态度很好,安全
哈尔滨	春天精品酒店(哈尔滨三大动力店)	经济型	哈尔滨香坊区健康路99号(电业健康馨苑小区9号楼)	暂无报价	哈尔滨经济型酒店好评第103（共137家）	4.3	232	总体感觉特别棒。很安静,没有异味
哈尔滨	禧龙宾馆(哈尔滨安发桥店)	经济型	哈尔滨道里区安发桥26号	¥ 97起	哈尔滨经济型酒店好评第93（共152家）	4.4		
哈尔滨	哈尔滨嘉晨臻选酒店	舒适型	哈尔滨道外区大新街189号	暂无报价	哈尔滨舒适型酒店好评第67（共228家）	4.7	245	酒店很好。老鼎丰的软大列巴太好吃了
哈尔滨	晟博商务酒店(哈尔滨中央大街店)		哈尔滨道里区经纬四道街1号	暂无报价	哈尔滨同档次酒店好评第868（共9628家）	4.6	242	性价比很高,中央大街。为老人们服务特别暖人心
哈尔滨	如家派柏·云酒店(哈尔滨香坊万达店)		哈尔滨香坊区司徒街101号	暂无报价	哈尔滨同档次酒店好评第2121（共10358家）	4.1	45	地段不错。高,足够安静,很好
哈尔滨	汉庭酒店(哈尔滨会展中心珠江路店)	经济型	哈尔滨香坊区珠江路3号	暂无报价	哈尔滨经济型酒店好评第9（共119家）	4.7	187	服务人员态度非常好。位置很好,出门5.6分钟就是地铁
哈尔滨	亚布力滑雪场风情别墅		尚志亚布力滑雪旅游度假区二号	暂无报价	哈尔滨同档次酒店好评第68（共9605家）	4.9	312	老板一家人都很好,家的感觉。位置观景是最好的
哈尔滨	禧龙宾馆(哈尔滨会展中心店)	经济型	哈尔滨香坊区红旗大街255号	暂无报价	哈尔滨经济型酒店好评第148（共164家）	3.9	68	设备比较旧。环境非常不错
哈尔滨	哈尔滨瑞辰RICH酒店(松北冰雪大世界店)	豪华型	哈尔滨松北区世茂大道311号	¥ 381起	哈尔滨豪华型酒店好评第5（共25家）	4.9	1073	很满意的一次入住,❤总的来说还不错。第一次入住这家酒店,整体体验很不错
哈尔滨	维也纳3好酒店(哈尔滨中央大街巴洛克店)	经济型	哈尔滨道外区大水晶街3号	暂无报价	哈尔滨经济型酒店好评第15（共132家）	4.7	42	房间里很暖和,前台小姐姐服务很好。唯一是下面是一条早夜市街
哈尔滨	哈尔滨利奥小屋主题宾馆		哈尔滨香坊区六顺街141号六顺小区门面房	暂无报价	哈尔滨同档次酒店好评第1564（共9628家）	4.2	45	老板人很好,给升级了豪间
哈尔滨	哈尔滨星宇宾馆		哈尔滨道里区太平镇先富村	暂无报价	哈尔滨同档次酒店好评第959（共9606家）	4.6	58	离机场很近。老板娘很格式
哈尔滨	尚志客尚居商务宾馆		尚志中央大街272号	暂无报价	哈尔滨同档次酒店好评第1026（共9628家）	4.5	56	出行方便设施齐全非常不错
哈尔滨	哈尔滨万禧酒店(江北大学城店)		哈尔滨松北区学院路1236号	暂无报价	哈尔滨同档次酒店好评第1263（共9628家）	4.4	112	卫生条件很好,服务人员态度超级好。酒店离高铁铁轨很近
哈尔滨	哈尔滨意龙公寓		哈尔滨南岗区中兴大道哈西万达公寓SOHOB座119室	暂无报价	哈尔滨同档次酒店好评第1384（共9628家）	4.3		
哈尔滨	龙港宾馆(哈尔滨太平国际机场店)		哈尔滨道里区太平镇先富村	暂无报价	哈尔滨同档次酒店好评第254（共9606家）	4.7	52	这价格我都觉得老板会不会亏钱。老板很负责,接机,送机服务很到位
哈尔滨	哈尔滨金象主题宾馆		哈尔滨南岗区兴南路38号	暂无报价	哈尔滨同档次酒店好评第1449（共10446家）	4.4	120	酒店一般般,不如照片干净漂亮。价格不贵,感觉很值
哈尔滨	紫竹宾馆(哈尔滨会展中心店)		哈尔滨香坊区汉水路68号	暂无报价	哈尔滨同档次酒店好评第1546（共9628家）	4.2		
哈尔滨	哈尔滨理想家庭宾馆(中央大街店)		哈尔滨道里区新阳路192号	暂无报价	哈尔滨同档次酒店好评第2082（共9628家）	3.0	27	房间很干净也很暖和,位置也很好找。服务很好,交通方便,价格优势
哈尔滨	五常玖龙宾馆		五常亚臣路463号	暂无报价	哈尔滨同档次酒店好评第267（共9755家）	4.8	86	很好的体验非常不错态度很好。老板特别热情,房间干净整洁
哈尔滨	汉庭酒店(哈尔滨公路大桥爱建店)	经济型	哈尔滨道里区河广街77号	¥ 140起	哈尔滨经济型酒店好评第61（共137家）	4.5	280	床品整洁干净,前台服务态度很好。酒店服务很好,早餐很好吃,性价比很高
哈尔滨	金地快捷宾馆(哈尔滨火车站店)		哈尔滨南岗区凤翥街11号	暂无报价	哈尔滨同档次酒店好评第1898（共9628家）	3.7		
哈尔滨	7天优品(哈尔滨宽城桥店)	经济型	哈尔滨南岗区宽桥街93号	暂无报价	哈尔滨经济型酒店好评第117（共137家）	4.2	73	位置好找房间干净整洁。前台服务很好环境满意
哈尔滨	哈尔滨私家白领高档公寓索菲亚中央大街店		哈尔滨道里区道里东七道街20号524室	暂无报价	哈尔滨同档次酒店好评第1687（共9559家）	4.0	34	整体不错,投影机放的音乐音效也很不错。空间很大玩,环境也很好
哈尔滨	哈尔滨茹意酒店式公寓		哈尔滨南岗区中兴大道162号哈西万达SOHO公寓B2座417室	暂无报价	哈尔滨同档次酒店好评第1054（共11908家）	4.4		
哈尔滨	哈尔滨博达公寓		哈尔滨南岗区中兴大道哈西万达soho公寓B座12楼	暂无报价	哈尔滨同档次酒店好评第1169（共11061家）	4.8		
哈尔滨	哈尔滨中央大街钰轩酒店(索菲亚教堂店)	高档型	哈尔滨道里区经纬六道街8号	暂无报价	哈尔滨高档型酒店好评第103（共137家）	4.3	265	酒店前台帅哥也很专业礼貌强烈推荐。酒店非常不错,各方面服务都细致周到
哈尔滨	合益宾馆(哈尔滨火车站中央大街店)		哈尔滨道里区霁虹街99号(抚顺街与北安街交口)	暂无报价	哈尔滨同档次酒店好评第1734（共9628家）	4.0	43	交通很方便老板很热情。服务态度好,交通很方便,离景点很近
哈尔滨	中维宾馆(哈尔滨国际会展中心店)		哈尔滨香坊区菜艺街125号	暂无报价	哈尔滨同档次酒店好评第1137（共9628家）	4.5	171	宣传真实,床挺好睡的。挺不错的房间很大每天阿姨回来整理卫生
哈尔滨	中国雪谷钓鱼台度假山庄		五常山河林业局(中国雪谷)	暂无报价	哈尔滨同档次酒店好评第85（共9755家）	4.9		
哈尔滨	哈尔滨柠檬果宾馆		哈尔滨道里区抚顺街167号	暂无报价	哈尔滨同档次酒店好评第1335（共9628家）	4.3		
哈尔滨	尚志春天假日宾馆		尚志铁通路60号	暂无报价	哈尔滨同档次酒店好评第1134（共9628家）	4.5	161	暖气超级足,附近的饭团外卖也很好吃
哈尔滨	旭日升快捷宾馆(哈尔滨阿城区印象城店)		哈尔滨阿城区解放大街36号	暂无报价	哈尔滨同档次酒店好评第1501（共9628家）	4.2	148	前台服务好,客房卫生干净,性价比高。就是觉得淋浴间热水不太热
哈尔滨	稻香国际青年旅舍(哈尔滨中央大街店)		哈尔滨道里区中医街77号	暂无报价	哈尔滨同档次酒店好评第866（共9605家）	4.6	657	确实各方面设施都很不错。位置交通
哈尔滨	哈尔滨顺达商务酒店		哈尔滨香坊区公滨路45号	暂无报价	哈尔滨同档次酒店好评第1369（共9628家）	4.3	144	位置交通。离万达很近
哈尔滨	哈尔滨远达商务酒店	三星级	哈尔滨南岗区革新街169号	暂无报价	哈尔滨三星级酒店好评第138（共175家）	3.9	155	位置不错。服务态度特别好,下次考试还来这里住
哈尔滨	金荣酒店式公寓(哈尔滨索菲亚中央大街店)		哈尔滨道里区经纬街71号经纬360大厦B座812室	暂无报价	哈尔滨同档次酒店好评第1709（共9628家）	4.0	86	地段环境都很不错。不错,房间够大,啥东西都有,方便
哈尔滨	锦江之星风尚酒店(哈尔滨西站城乡路地铁站店)	经济型	哈尔滨道里区城乡路272号	暂无报价	哈尔滨经济型酒店好评第23（共126家）	4.6	356	卫生间很大,房间很干净,床很软。靠筛选地铁找到这家酒店,地铁交通很方便
哈尔滨	哈尔滨东北林业大学专家公寓		哈尔滨香坊区和兴路26号东北林业大学院内	¥ 341起	哈尔滨同档次酒店好评第1096（共10464家）	4.6	146	校内食堂很好,操场里小鲜肉们很有活力
哈尔滨	哈尔滨楠天商务酒店		哈尔滨道外区先锋路22-2号	暂无报价	哈尔滨同档次酒店好评第1825（共9628家）	3.9	121	但是很干净,不错床大而且价格很便宜
哈尔滨	爱屋公寓(哈尔滨哈西万达广场店)		哈尔滨南岗区哈西万达公寓B座1楼	暂无报价	哈尔滨同档次酒店好评第1048（共9605家）	4.5		
哈尔滨	哈尔滨凯旋精品酒店		哈尔滨香坊区动源三道街29号凯旋广场H栋1-3楼	¥ 263起	哈尔滨同档次酒店好评第1903（共10619家）	4.3	170	环境比较好,很舒服,卫生也很棒。非常令人满意的入住体验
哈尔滨	哈尔滨海韵酒店(江北大学城店)		哈尔滨呼兰区利民大道678-10号	暂无报价	哈尔滨同档次酒店好评第1383（共9605家）	4.3	119	这是我在这座城市最喜欢的店了,卫生干净。非常的智能化,电动窗帘,智能马桶
哈尔滨	锦江之星品尚(哈尔滨中央大街步行街机场巴士站店)	舒适型	哈尔滨道里区中央大街32号	暂无报价	哈尔滨舒适型酒店好评第41（共170家）	4.7	1010	位置很方便。位置倒是很好,紧邻中央大街
哈尔滨	雪谷国际青年客栈		五常山河屯林业局东升林场	暂无报价	哈尔滨同档次酒店好评第1（共9755家）	5.0	30	另一个房超冷
哈尔滨	亚布力鑫鼎酒店		尚志青云小镇青云路76号	暂无报价	哈尔滨同档次酒店好评第856（共9755家）	4.6	49	服务态度很好。民宿挺大,但是与价格不匹配
哈尔滨	蒲公英宾馆(哈尔滨哈西站万达广场店)		哈尔滨南岗区绥化路汇龙北纬45度小区	暂无报价	哈尔滨同档次酒店好评第678（共9562家）	4.7	352	我最喜欢的是他家的床。很不错的的体验,房间干净卫生
哈尔滨	哈尔滨森鸿舒适快捷宾馆		哈尔滨南岗区征仪路副427-9	暂无报价	哈尔滨同档次酒店好评第2618（共14936家）	3.5		
哈尔滨	通河奕峰宾馆		通河中央大街484号	暂无报价	哈尔滨同档次酒店好评第1131（共9628家）	4.5	42	卫生可以,暖气一般。前台小姐姐给升级了大套房,卫生间好赞
哈尔滨	哈尔滨龙腾宾馆		哈尔滨香坊区进乡街107号	暂无报价	哈尔滨同档次酒店好评第1748（共9605家）	4.0	149	挺好的,服务周到热情。过来出差,价格便宜卫生条件也不错,好评
哈尔滨	巧克力精品旅馆(哈尔滨农大店)		哈尔滨香坊区公滨路113号	暂无报价	哈尔滨同档次酒店好评第1515（共9628家）	4.2	63	无窗的有投影电视和空调,性价高。距离地铁站很近
哈尔滨	糖果假日宾馆(哈尔滨丽尔荟店)		哈尔滨道里区达康路2号	暂无报价	哈尔滨同档次酒店好评第1608（共9628家）	4.1	119	距离机场,哈西站还是比较近的。不错的体验
哈尔滨	如家酒店(哈尔滨学府路医大二院地铁站店)	经济型	哈尔滨南岗区学府路199号	暂无报价	哈尔滨经济型酒店好评第46（共137家）	4.6	576	如家酒店服务很好,价格实惠,离高铁站。房间干净卫生,服务很好
哈尔滨	亚布力滑雪场雪山居农家院		尚志亚布力镇大青山村大青山屯	暂无报价	哈尔滨同档次酒店好评第74（共9755家）	4.9		
哈尔滨	雪谷雪缘驿站		五常山河屯林业局中国雪谷风景区	¥ 192起	哈尔滨同档次酒店好评第149（共10619家）	4.9	216	这是最干净、饭菜最好吃。饭菜可口,服务到位
哈尔滨	哈尔滨天辅星宾馆(商业大学店)		哈尔滨道里区民安街218号	暂无报价	哈尔滨同档次酒店好评第1171（共9605家）	4.5		
哈尔滨	哈尔滨龙呈商务酒店(果戈里大街医大一院店)	舒适型	哈尔滨南岗区果戈里大街303号	暂无报价	哈尔滨舒适型酒店好评第67（共175家）	4.6		
哈尔滨	哈尔滨顺和宾馆(中央大街店)		哈尔滨道里区经纬二道街1号	暂无报价	哈尔滨同档次酒店好评第1794（共9628家）	3.9	70	卫生打扫干净,周边交通便利
哈尔滨	哈尔滨阳光宾馆		哈尔滨双城区景观大道红园小区2号	暂无报价		暂无评分	暂无评论	停车方便,环境卫生很好
哈尔滨	金航宾馆(哈尔滨机场店)		哈尔滨道里区太平镇中心大街232号	暂无报价	哈尔滨同档次酒店好评第250（共9606家）	4.7		
哈尔滨	哈尔滨哈西百合公寓		哈尔滨南岗区中兴大道万达广场SOHO公寓B座1117室	暂无报价	哈尔滨同档次酒店好评第1570（共9628家）	4.2		
哈尔滨	雪谷山里人家家庭旅馆		五常山河屯林业局雪谷东升林场	¥ 40起	哈尔滨同档次酒店好评第237（共9755家）	4.8		
哈尔滨	哈尔滨金禹宾馆(工程学院店)		哈尔滨道外区东直路297号(紧挨地铁)	¥ 79起	哈尔滨同档次酒店好评第1602（共9628家）	4.1	41	交通方便,100米地铁口。老板人挺好
哈尔滨	哈尔滨蓝悦旅馆		哈尔滨道里区安国街117号	暂无报价		暂无评分	暂无评论	
哈尔滨	哈尔滨路博计时网络旅馆		哈尔滨南岗区繁盛街35号	暂无报价	哈尔滨同档次酒店好评第1136（共9628家）	4.5		
哈尔滨	宝迪酒店(哈尔滨长江路禧龙大市场店)		哈尔滨香坊区长江路与禧龙大街交口尚东辉煌城2号楼	暂无报价	哈尔滨同档次酒店好评第916（共9628家）	4.6	290	住起来还是不错的,前台服务也可以
哈尔滨	哈尔滨大宇快捷旅馆		哈尔滨道里区安道街57号	暂无报价	哈尔滨同档次酒店好评第85（共9628家）	4.9	20	方便,卫生,老板娘态度好
哈尔滨	百家公寓(哈尔滨哈西万达店)		哈尔滨南岗区中兴大道	暂无报价	哈尔滨同档次酒店好评第1618（共9628家）	4.1		
哈尔滨	哈尔滨芯怡公寓		哈尔滨南岗区南直路181号盟科视界9B栋425室	暂无报价	哈尔滨同档次酒店好评第1161（共9628家）	4.5		
哈尔滨	哈尔滨忆美宾馆		哈尔滨南岗区民福路1号	暂无报价	哈尔滨同档次酒店好评第1742（共9628家）	4.0		
哈尔滨	哈尔滨宏图时尚快捷旅馆		哈尔滨道外区宏图街21-4号	暂无报价	哈尔滨同档次酒店好评第1727（共10279家）	4.2		
哈尔滨	如家酒店·neo(哈尔滨平房新疆大街店)	经济型	哈尔滨平房区新疆东路11号(原黄海路)	暂无报价	哈尔滨经济型酒店好评第16（共132家）	4.7	164	价格实惠,性价比高。如家的服务很好,环境也干净卫生
哈尔滨	哈尔滨万达爱情公寓		哈尔滨南岗区哈西万达SOHO公寓B座114室	暂无报价	哈尔滨同档次酒店好评第1299（共9628家）	4.4		
哈尔滨	7天优品酒店(哈尔滨学府路店)	经济型	哈尔滨南岗区学府路382号	暂无报价	哈尔滨经济型酒店好评第57（共138家）	4.5	215	❤第一次入住这家酒店,整体体验很不错。位置交通
哈尔滨	维也纳酒店(哈尔滨哈西高铁万达广场店)	舒适型	哈尔滨南岗区哈尔滨大街西宁南路3号金爵万象二期A栋1层	暂无报价	哈尔滨舒适型酒店好评第69（共175家）	4.6	652	真心很好,前台小妹态度好好。布局不是很合理,卫生间空间较小
哈尔滨	涛姐新宿(哈尔滨江畔路江月雅集夜市店)		哈尔滨道外区大新街333号(东升江畔楼上)	暂无报价	哈尔滨同档次酒店好评第1468（共9573家）	4.2	18	距离各个景点比较近,步行前往也方便。贴着松花江,去哪里都很方便,房间很暖和
哈尔滨	哈尔滨橙果时尚宾馆		哈尔滨香坊区农大门前木材东街B区26-9号	暂无报价	哈尔滨同档次酒店好评第802（共9628家）	4.6		
哈尔滨	哈尔滨华鹏商务宾馆		哈尔滨道外区小水晶街1号	暂无报价	哈尔滨同档次酒店好评第1569（共10425家）	4.3		
哈尔滨	哈尔滨东辉商务宾馆		哈尔滨南岗区中兴大道551号	暂无报价	哈尔滨同档次酒店好评第1957（共9628家）	3.6		
哈尔滨	家友客栈(哈尔滨火车站中央大街店)		哈尔滨道里区安宁街12号，安宁街与安心街交汇处	暂无报价	哈尔滨同档次酒店好评第1187（共9628家）	4.4	46	很干净,晚上睡得很安静。离哈站北广场很近,走过来5-6分钟
哈尔滨	哈尔滨龙德宾馆		哈尔滨道外区南坎头道街7号	暂无报价	哈尔滨同档次酒店好评第57（共134家）	4.5		
哈尔滨	哈尔滨振宁酒店(中央大街地铁站店)	高档型	哈尔滨道里区中央大街红霞街100号	暂无报价	哈尔滨高档型酒店好评第75（共137家）	4.5	734	去吃的地方什分方便;坐公交很方便。小麻花、茶水等提供,做的真很到位了
哈尔滨	禧龙宾馆(哈尔滨建国店)	经济型	哈尔滨道里区建国街260号	暂无报价	哈尔滨经济型酒店好评第121（共164家）	4.3	68	隔音也好。酒店虽然比较旧
哈尔滨	7天酒店(哈尔滨会展中心禧龙大市场店)	经济型	哈尔滨道外区化工路187号(先锋路与化工路交汇处)	暂无报价	哈尔滨经济型酒店好评第99（共137家）	4.3	405	位置交通。卫生各方面还是不错的,服务也很热情
哈尔滨	哈尔滨摩尔空间电竞酒店(哈西万达广场店)		哈尔滨南岗区和谐大道398号辰能溪树庭院C13栋	暂无报价	哈尔滨同档次酒店好评第1520（共9628家）	4.2	229	条件很好,服务满意,竟然还有智能马桶
哈尔滨	哈尔滨越达公寓		哈尔滨南岗区哈西万达公寓A座115室	暂无报价	哈尔滨同档次酒店好评第1989（共9628家）	3.5		
哈尔滨	哈尔滨金瓶宾馆		哈尔滨呼兰区利民开发区学院南路151号	暂无报价	哈尔滨同档次酒店好评第1656（共9628家）	4.1	80	酒店太棒了,超过了我的想象。第二次住了,还算满意
哈尔滨	哈尔滨展望大厦(万达广场会展中心店)	高档型	哈尔滨香坊区经济开发区赣水路58号	¥ 515起	哈尔滨高档型酒店好评第69（共150家）	4.6		
哈尔滨	亚布力凤祥农家院		尚志亚布力镇青山村33号	暂无报价	哈尔滨同档次酒店好评第1093（共9755家）	4.5		
哈尔滨	夏都宾馆(哈尔滨师大夜市店)		哈尔滨南岗区林家街16号	暂无报价	哈尔滨同档次酒店好评第1791（共9628家）	3.9		
哈尔滨	哈尔滨双城金街商务酒店(北二道街店)		哈尔滨双城区北二道街口	暂无报价	哈尔滨同档次酒店好评第1774（共9628家）	3.9	165	酒店环境非常好,床也很软,卫生也很好。房间很大,晚上很安静
哈尔滨	哈尔滨双盛赛福商务酒店		哈尔滨道里区新阳路386号	暂无报价	哈尔滨同档次酒店好评第1595（共9628家）	4.1	221	感觉挺好的,可以去尝试一下。总的来说还不错,各方面都还是令人满意的
哈尔滨	睿豪商务公寓(哈尔滨群力远大店)		哈尔滨道里区群力远大商务公寓步行街A2-2号	暂无报价	哈尔滨同档次酒店好评第1244（共9628家）	4.4		
哈尔滨	柏博酒店(哈尔滨工程大学店)		哈尔滨道外区红旗大街484号	暂无报价	哈尔滨同档次酒店好评第2049（共9628家）	3.3		
哈尔滨	天天宾馆(哈尔滨医大一院店)		哈尔滨南岗区永和街21号	暂无报价	哈尔滨同档次酒店好评第1292（共9605家）	4.4	60	一如既往的好,五星好评,希望不要骄傲。非常贴心,为服务好评
哈尔滨	凯旋时代公馆(东北林业大学乐松广场店)		哈尔滨香坊区哈平路2-3号凯旋广场B栋底商	¥ 387起	哈尔滨同档次酒店好评第685（共9605家）	4.7	367	干净整洁无异味,老板态度好。设施齐全,尤其年轻的服务员服务特别周到
哈尔滨	哈尔滨鑫金爵宾馆		哈尔滨南岗区哈西客站哈尔滨大街640号	¥ 172起	哈尔滨同档次酒店好评第1226（共10460家）	4.6	169	卫生好,离高铁站非常近,周边饭店比较多。酒店非常不错,各方面服务都细致周到
哈尔滨	哈尔滨东竹宾馆		哈尔滨道里区空港一路与迎宾路交叉口	暂无报价	哈尔滨同档次酒店好评第1008（共10464家）	4.6		
哈尔滨	华庭酒店(哈尔滨机场巴士店)		哈尔滨南岗区衡山路22号	¥ 136起	哈尔滨同档次酒店好评第58（共137家）	4.5	135	酒店位置比较好找的。房间挺干净的,暖气足有点太热了
哈尔滨	如家精选酒店(哈尔滨三大动力哈锅店)	舒适型	哈尔滨香坊区旭升街45号	暂无报价	哈尔滨舒适型酒店好评第38（共98家）	4.6	491	房间干净,服务热情。服务很满意,房间干净
哈尔滨	哈尔滨香悦时尚快捷宾馆		哈尔滨平房区东海路16号香悦蓝天下小区长安福特西门	暂无报价	哈尔滨同档次酒店好评第936（共9605家）	4.6	107	交通便利,设施齐全,服务态度很好。安全卫生,交通便利,设施齐全
哈尔滨	鸿运旅馆(哈尔滨志华商城店)		哈尔滨呼兰区江北志华商城学院路一道街29号	暂无报价	哈尔滨同档次酒店好评第1031（共9628家）	4.5	103	服务也很好,靠近利民大道和家得乐商城。房间非常干净,住的非常满意
哈尔滨	哈尔滨西典公寓		哈尔滨南岗区中兴大道161号五楼西典公寓511室	暂无报价	哈尔滨同档次酒店好评第1288（共9628家）	4.4		
哈尔滨	锦尚宾馆(哈尔滨林业大学店)		哈尔滨香坊区文昌街357号	暂无报价	哈尔滨同档次酒店好评第1942（共9628家）	3.6	55	床单发黄,总体感觉一般,读书没有办法。整体感觉挺好的,服务热情
哈尔滨	哈尔滨枫林晚时尚宾馆		哈尔滨南岗区满洲里街111-7号	暂无报价	哈尔滨同档次酒店好评第1510（共9628家）	4.2		
哈尔滨	哈尔滨芳菲时尚快捷宾馆		哈尔滨呼兰区利民开发区学院路志华2号楼	暂无报价	哈尔滨同档次酒店好评第1965（共11907家）	3.7		
哈尔滨	哈尔滨四季星辰商务酒店	舒适型	哈尔滨道外区北十八道街60号	暂无报价	哈尔滨舒适型酒店好评第40（共170家）	4.7	335	服务非常好。服务非常好
哈尔滨	哈尔滨春辉公寓		哈尔滨南岗区中兴大道164号哈西万达公寓B3座18楼1816室	暂无报价	哈尔滨同档次酒店好评第1610（共9628家）	4.1		
哈尔滨	哈尔滨华瑞宾馆(四野广场店)		哈尔滨双城区北环城东路	暂无报价	哈尔滨同档次酒店好评第1675（共9628家）	4.0	143	酒店非常不错,各方面服务都细致周到。房间很干净,方便快捷
哈尔滨	哈尔滨主角小宾馆		哈尔滨香坊区团结街7-6号城东新居B区10号楼地下室2号商服	暂无报价		暂无评分	暂无评论	老板人很好,服务周到
哈尔滨	哈尔滨天水旅馆		哈尔滨南岗区康宁三道街60号	暂无报价	哈尔滨同档次酒店好评第1630（共9490家）	4.0		
哈尔滨	哈尔滨龙润快捷宾馆		哈尔滨松北区龙川路405号	暂无报价	哈尔滨同档次酒店好评第1520（共9562家）	4.2	38	十块钱住带空调的宾馆,想不到吧
哈尔滨	金鸿缘公寓(哈尔滨中央大街店)		哈尔滨道里区东七道街20号99公馆8层8号	暂无报价	哈尔滨同档次酒店好评第952（共9628家）	4.6		
哈尔滨	哈尔滨云舒宾馆(中央大街索菲亚教堂店)	经济型	哈尔滨道里区上游街134号	暂无报价	哈尔滨经济型酒店好评第123（共164家）	4.3	38	没有任何问题。酒店老板人超好
哈尔滨	万达怡人居酒店(哈尔滨融创乐园冰雪大世界店)		哈尔滨松北区世祥路442号万达华园C11栋7层	暂无报价	哈尔滨同档次酒店好评第97（共9605家）	4.9	247	商家真的特别好,帮我升级了房型。前台2位服务人员热情周到,态度和蔼可亲
哈尔滨	和颐酒店(哈尔滨宣化街店)	高档型	哈尔滨南岗区宣化街421号	暂无报价	哈尔滨高档型酒店好评第58（共136家）	4.6	711	前台姑娘小王特别热心,服务态度非常好。床很软,我们是从云南过来的,以为会很冷
哈尔滨	检顺商务酒店(哈尔滨长江路会展中心店)	舒适型	哈尔滨南岗区长江路175号	暂无报价	哈尔滨舒适型酒店好评第15（共226家）	4.8	247	装修也非常大气有品位,一次性用品非常全。非常好,临街一点声音都没有
